"","Tm","R/G","Outs","RC","RC/G","AIR","BAbip","BA","lgBA","OBP","lgOBP","SLG","lgSLG","OPS","lgOPS","OPS+","OWn%","BtRuns","BtWins","TotA","SecA","ISO","PwrSpd","Year"
"649","New York Yankees","4.39","4281","711","4.4","98",".285",".237",".246",".322",".316",".407",".416",".729",".732","100",".484","0.9","0.0",".688",".294",".169","98.1",2021
"650","Oakland Athletics","4.59","4296","733","4.5","94",".278",".238",".240",".317",".310",".406",".406",".723",".716","102",".497","26.9","2.5",".691",".282",".168","122.0",2021
"651","Philadelphia Phillies","4.53","4290","749","4.6","102",".286",".240",".248",".318",".325",".408",".418",".726",".743","95",".504","-34.9","-3.8",".690",".284",".168","110.9",2021
"652","Pittsburgh Pirates","3.76","4275","643","4.0","102",".290",".236",".248",".309",".325",".364",".418",".673",".743","82",".436","-135.5","-13.6",".614",".233",".128","80.9",2021
"653","San Diego Padres","4.50","4321","737","4.5","95",".287",".242",".240",".321",".316",".401",".405",".722",".720","101",".493","21.2","1.9",".688",".281",".159","136.6",2021
"654","Seattle Mariners","4.30","4307","655","4.0","94",".273",".226",".240",".303",".310",".385",".406",".688",".716","92",".444","-49.3","-5.0",".641",".266",".159","96.9",2021
"655","San Francisco Giants","4.96","4299","828","5.1","101",".295",".249",".247",".329",".324",".440",".417",".769",".740","107",".549","55.6","5.3",".741",".311",".191","103.6",2021
"656","St. Louis Cardinals","4.36","4253","735","4.5","97",".287",".244",".242",".313",".318",".412",".409",".725",".727","99",".499","-3.7","-0.6",".685",".270",".168","122.8",2021
"657","Tampa Bay Rays","5.29","4335","792","4.8","93",".294",".243",".239",".321",".309",".429",".404",".750",".713","110",".528","85.9","8.3",".725",".301",".186","126.0",2021
"658","Texas Rangers","3.86","4340","613","3.7","98",".280",".232",".246",".294",".316",".375",".416",".670",".732","83",".411","-131.9","-13.2",".611",".238",".143","129.7",2021
"659","Toronto Blue Jays","5.22","4198","866","5.4","102",".296",".266",".250",".330",".322",".466",".423",".797",".745","113",".583","93.3","8.9",".766",".302",".200","123.7",2021
"660","Washington Nationals","4.47","4250","779","4.8","98",".307",".258",".243",".337",".320",".417",".411",".754",".730","107",".526","62.1","5.7",".708",".271",".159","85.6",2021
"661","Arizona Diamondbacks","4.33","4326","659","4.0","92",".272",".230",".242",".304",".312",".385",".396",".689",".709","95",".468","-36.5","-3.8",".649",".268",".155","129.9",2022
"662","Atlanta Braves","4.87","4286","794","4.9","96",".303",".253",".247",".317",".319",".443",".405",".761",".724","109",".557","60.5","6.0",".722",".286",".190","128.1",2022
"663","Baltimore Orioles","4.16","4329","670","4.1","89",".284",".236",".241",".305",".308",".390",".390",".695",".698","99",".489","-4.8","-0.6",".649",".254",".154","122.1",2022
"664","Boston Red Sox","4.54","4325","744","4.6","97",".313",".258",".251",".321",".319",".409",".406",".731",".725","102",".537","15.4","1.4",".671",".244",".152","77.9",2022
"665","Chicago Cubs","4.06","4354","662","4.0","96",".294",".238",".246",".311",".318",".387",".403",".698",".721","94",".467","-46.4","-4.8",".651",".255",".148","130.7",2022
"666","Chicago White Sox","4.23","4364","682","4.2","92",".304",".256",".245",".310",".312",".387",".395",".698",".707","97",".493","-23.1","-2.6",".624",".209",".131","83.5",2022
"667","Cincinnati Reds","4.00","4321","625","3.8","99",".290",".235",".250",".304",".322",".372",".410",".676",".733","85",".444","-117.1","-12.0",".609",".226",".137","84.6",2022
"668","Cleveland Guardians","4.31","4368","703","4.3","89",".294",".254",".240",".316",".307",".383",".388",".699",".695","102",".507","15.7","1.4",".646",".226",".129","122.9",2022
"669","Colorado Rockies","4.31","4341","690","4.2","103",".307",".254",".255",".315",".328",".398",".419",".713",".747","91",".487","-74.3","-7.6",".644",".230",".144","69.1",2022
"670","Detroit Tigers","3.44","4324","537","3.3","89",".290",".231",".241",".286",".308",".346",".390",".632",".698","82",".39","-132.4","-13.7",".549",".190",".115","65.9",2022
"671","Houston Astros","4.55","4259","766","4.8","90",".278",".248",".242",".319",".309",".424",".392",".743",".701","111",".557","83.6","8.2",".704",".285",".176","119.6",2022
"672","Kansas City Royals","3.95","4309","654","4.0","93",".293",".244",".246",".306",".313",".380",".397",".686",".710","93",".48","-51.4","-5.4",".630",".233",".136","118.6",2022
"673","Los Angeles Angels","3.85","4330","666","4.1","93",".289",".233",".246",".297",".313",".390",".397",".687",".710","93",".486","-60.6","-6.6",".630",".249",".157","109.6",2022
"674","Los Angeles Dodgers","5.23","4267","864","5.4","95",".302",".257",".245",".333",".316",".442",".402",".775",".718","115",".597","120.8","12.0",".760",".309",".185","134.0",2022
"675","Miami Marlins","3.62","4343","590","3.6","93",".284",".230",".243",".294",".314",".363",".398",".658",".712","85",".416","-111.0","-11.3",".602",".232",".133","132.1",2022
"676","Milwaukee Brewers","4.48","4341","718","4.4","93",".279",".235",".243",".315",".314",".409",".398",".724",".712","103",".506","24.3","2.4",".691",".293",".174","133.5",2022
"677","Minnesota Twins","4.30","4326","710","4.4","90",".295",".248",".243",".317",".309",".401",".392",".718",".701","105",".516","38.1","3.8",".659",".252",".153","62.6",2022
"678","New York Mets","4.77","4275","777","4.8","90",".302",".259",".239",".332",".309",".412",".391",".744",".699","113",".549","103.0","10.2",".699",".253",".153","91.0",2022
"679","New York Yankees","4.98","4323","789","4.9","92",".276",".241",".245",".325",".312",".426",".395",".751",".707","112",".564","88.0","8.6",".727",".312",".185","145.6",2022
"680","Oakland Athletics","3.51","4354","533","3.3","85",".264",".216",".236",".281",".302",".346",".381",".626",".683","84",".384","-105.9","-11.0",".560",".222",".130","99.4",2022
"681","Philadelphia Phillies","4.61","4298","749","4.6","92",".299",".253",".242",".317",".312",".422",".396",".739",".709","108",".529","52.5","5.2",".696",".270",".169","138.9",2022
"682","Pittsburgh Pirates","3.65","4324","588","3.6","92",".277",".222",".242",".291",".313",".364",".396",".655",".709","85",".417","-112.0","-11.5",".599",".241",".141","113.9",2022
"683","San Diego Padres","4.35","4331","701","4.3","88",".289",".241",".236",".318",".306",".382",".387",".700",".693","102",".496","32.0","3.1",".650",".251",".141","74.2",2022
"684","Seattle Mariners","4.26","4340","686","4.2","86",".272",".230",".237",".315",".303",".390",".383",".704",".686","106",".499","51.2","5.1",".668",".281",".160","116.8",2022
"685","San Francisco Giants","4.42","4315","695","4.3","91",".284",".234",".241",".315",".311",".390",".394",".705",".706","100",".493","9.5","0.9",".665",".271",".156","94.8",2022
"686","St. Louis Cardinals","4.77","4297","787","4.9","91",".289",".252",".240",".325",".310",".420",".393",".745",".703","112",".552","93.1","9.1",".711",".278",".168","128.2",2022
"687","Tampa Bay Rays","4.11","4286","652","4.0","87",".295",".239",".238",".309",".304",".377",".385",".686",".689","99",".481","3.9","0.3",".634",".241",".138","112.9",2022
"688","Texas Rangers","4.36","4341","675","4.1","92",".287",".239",".245",".301",".312",".395",".395",".696",".707","96",".491","-33.8","-3.6",".652",".256",".157","155.5",2022
"689","Toronto Blue Jays","4.78","4303","781","4.8","89",".305",".264",".241",".329",".308",".431",".390",".760",".698","117",".562","126.8","12.9",".708",".263",".168","100.4",2022
"690","Washington Nationals","3.72","4312","642","4.0","89",".295",".249",".237",".310",".307",".377",".389",".688",".696","98",".458","-11.6","-1.4",".618",".218",".129","96.7",2022
"691","Arizona Diamondbacks","4.60","4310","750","4.6","101",".293",".250",".250",".322",".323",".408",".416",".730",".740","98",".489","-18.7","-1.9",".706",".283",".158","166.0",2023
"692","Atlanta Braves","5.85","4254","990","6.2","101",".306",".276",".251",".344",".325",".501",".418",".845",".743","126",".62","195.7","18.6",".841",".340",".225","184.6",2023
"693","Baltimore Orioles","4.98","4302","766","4.7","94",".305",".255",".242",".321",".312",".421",".404",".742",".716","107",".516","58.8","5.7",".705",".276",".166","140.5",2023
"694","Boston Red Sox","4.77","4315","784","4.8","103",".310",".258",".253",".324",".325",".424",".423",".748",".747","100",".525","-0.1","-0.2",".710",".269",".166","138.7",2023
"695","Chicago Cubs","5.06","4301","802","5.0","98",".303",".254",".247",".330",".319",".421",".411",".751",".730","106",".521","50.4","4.8",".733",".289",".167","163.3",2023
"696","Chicago White Sox","3.96","4382","619","3.8","98",".289",".238",".248",".291",".318",".384",".414",".675",".732","84",".411","-127.9","-12.8",".605",".226",".146","114.4",2023
"697","Cincinnati Reds","4.83","4325","795","4.9","105",".306",".249",".256",".327",".330",".420",".426",".746",".755","98",".514","-23.5","-2.4",".735",".297",".170","193.9",2023
"698","Cleveland Guardians","4.09","4335","690","4.2","98",".292",".250",".247",".313",".317",".381",".412",".695",".729","91",".465","-62.7","-6.3",".650",".238",".131","136.2",2023
"699","Colorado Rockies","4.45","4329","704","4.3","110",".315",".249",".262",".310",".337",".405",".436",".715",".773","85",".459","-131.2","-12.9",".656",".246",".156","103.7",2023
"700","Detroit Tigers","4.08","4360","658","4.0","98",".291",".236",".247",".305",".317",".382",".412",".686",".729","89",".441","-88.0","-8.8",".633",".250",".146","112.2",2023
"701","Houston Astros","5.10","4336","835","5.1","98",".294",".259",".247",".331",".317",".437",".412",".768",".729","111",".552","82.3","7.9",".738",".290",".178","144.4",2023
"702","Kansas City Royals","4.17","4318","674","4.2","100",".296",".244",".250",".303",".321",".398",".417",".700",".738","90",".456","-85.3","-8.5",".660",".251",".153","163.0",2023
"703","Los Angeles Angels","4.56","4345","765","4.7","100",".295",".245",".250",".317",".321",".426",".417",".743",".738","101",".511","1.2","-0.2",".701",".283",".181","109.8",2023
"704","Los Angeles Dodgers","5.59","4299","913","5.6","101",".294",".257",".250",".340",".323",".455",".416",".795",".740","114",".58","122.1","11.5",".792",".328",".197","147.7",2023
"705","Miami Marlins","4.11","4314","703","4.3","106",".308",".259",".257",".316",".331",".405",".428",".721",".758","90",".459","-86.5","-8.5",".656",".236",".146","113.3",2023
"706","Milwaukee Brewers","4.49","4314","684","4.2","100",".292",".240",".249",".319",".322",".385",".415",".704",".737","92",".447","-54.8","-5.4",".668",".274",".146","144.8",2023
"707","Minnesota Twins","4.80","4334","793","4.9","99",".304",".243",".249",".326",".319",".428",".415",".753",".735","105",".528","37.0","3.5",".727",".305",".184","125.6",2023
"708","New York Mets","4.43","4264","729","4.5","97",".275",".238",".245",".316",".318",".407",".409",".723",".727","99",".481","-5.5","-0.7",".697",".286",".169","152.4",2023
"709","New York Yankees","4.15","4310","662","4.1","99",".266",".227",".249",".304",".319",".397",".415",".701",".735","91",".449","-74.4","-7.5",".661",".288",".171","137.3",2023
"710","Oakland Athletics","3.61","4344","611","3.7","93",".276",".223",".241",".298",".311",".370",".403",".669",".713","88",".409","-79.6","-7.9",".631",".263",".147","159.2",2023
"711","Philadelphia Phillies","4.91","4315","823","5.1","100",".308",".256",".249",".327",".322",".438",".415",".765",".737","107",".531","54.9","5.2",".745",".300",".182","171.9",2023
"712","Pittsburgh Pirates","4.27","4314","699","4.3","101",".296",".239",".251",".315",".325",".392",".418",".707",".743","91",".457","-70.7","-7.0",".671",".270",".153","134.8",2023
"713","San Diego Padres","4.64","4317","766","4.7","98",".283",".244",".247",".329",".319",".413",".411",".742",".730","104",".498","38.7","3.6",".724",".310",".170","164.2",2023
"714","Seattle Mariners","4.68","4334","764","4.7","92",".301",".242",".239",".321",".308",".413",".399",".734",".707","108",".511","73.8","7.1",".710",".286",".170","151.1",2023
"715","San Francisco Giants","4.16","4329","672","4.1","96",".290",".235",".244",".312",".317",".383",".407",".695",".724","93",".437","-46.0","-4.5",".645",".257",".149","85.9",2023
"716","St. Louis Cardinals","4.44","4335","767","4.7","101",".291",".250",".250",".326",".323",".416",".417",".742",".740","101",".497","5.8","0.5",".708",".283",".166","136.2",2023
"717","Tampa Bay Rays","5.31","4273","840","5.2","97",".308",".260",".246",".331",".316",".445",".410",".776",".726","114",".561","103.6","10.0",".762",".300",".185","188.7",2023
"718","Texas Rangers","5.44","4304","887","5.5","98",".310",".263",".247",".337",".317",".452",".412",".790",".729","116",".582","131.6","12.8",".768",".307",".190","118.0",2023
"719","Toronto Blue Jays","4.60","4338","776","4.8","98",".301",".256",".247",".329",".317",".417",".412",".745",".729","105",".518","40.6","3.9",".705",".271",".161","129.7",2023
"720","Washington Nationals","4.32","4320","703","4.3","96",".293",".254",".244",".314",".317",".396",".407",".709",".724","96",".459","-25.8","-2.6",".660",".236",".142","138.0",2023
"721","Arizona Diamondbacks","5.47","4312","856","5.3","96",".302",".263",".248",".337",".317",".440",".406",".777",".722","115",".574","118.7","11.7",".760",".296",".177","152.2",2024
"722","Atlanta Braves","4.35","4335","721","4.4","96",".291",".243",".248",".309",".317",".415",".406",".724",".722","100",".494","-3.8","-0.6",".673",".269",".172","104.2",2024
"723","Baltimore Orioles","4.85","4323","801","4.9","86",".288",".250",".233",".315",".301",".435",".384",".751",".685","118",".565","132.4","13.3",".720",".287",".186","138.3",2024
"724","Boston Red Sox","4.64","4374","773","4.7","96",".314",".252",".247",".319",".317",".423",".407",".741",".724","104",".544","29.0","2.8",".709",".277",".171","165.3",2024
"725","Chicago Cubs","4.54","4300","723","4.5","93",".291",".242",".243",".317",".312",".393",".399",".710",".710","100",".499","9.3","0.8",".683",".272",".151","155.3",2024
"726","Chicago White Sox","3.13","4390","513","3.1","90",".272",".221",".239",".278",".308",".340",".393",".618",".700","77",".359","-167.5","-17.3",".543",".203",".119","107.4",2024
"727","Cincinnati Reds","4.31","4287","673","4.2","100",".283",".231",".253",".305",".323",".388",".414",".693",".737","88",".468","-91.9","-9.3",".676",".281",".157","189.1",2024
"728","Cleveland Guardians","4.40","4264","666","4.2","92",".271",".238",".241",".307",".310",".395",".396",".703",".706","99",".488","-8.3","-1.0",".666",".264",".157","164.4",2024
"729","Colorado Rockies","4.21","4356","666","4.1","102",".308",".242",".255",".304",".325",".400",".418",".704",".743","89",".456","-89.4","-9.0",".646",".251",".158","115.3",2024
"730","Detroit Tigers","4.21","4328","656","4.0","92",".288",".234",".241",".300",".310",".385",".396",".685",".706","94",".474","-49.6","-5.2",".631",".248",".151","103.5",2024
"731","Houston Astros","4.60","4296","770","4.8","90",".299",".262",".239",".322",".308",".418",".393",".741",".700","111",".55","81.8","8.0",".689",".250",".157","124.9",2024
"732","Kansas City Royals","4.54","4281","700","4.4","94",".283",".248",".244",".306",".314",".403",".402",".710",".715","98",".509","-20.0","-2.3",".667",".254",".156","149.9",2024
"733","Los Angeles Angels","3.92","4343","614","3.8","92",".279",".229",".242",".301",".311",".369",".398",".671",".709","90",".442","-75.8","-7.9",".624",".246",".140","147.3",2024
"734","Los Angeles Dodgers","5.20","4282","880","5.5","91",".297",".258",".241",".335",".309",".446",".395",".781",".704","121",".59","169.3","16.5",".774",".318",".189","171.8",2024
"735","Miami Marlins","3.93","4402","638","3.9","101",".299",".244",".254",".300",".324",".378",".416",".678",".740","83",".431","-137.2","-13.8",".615",".222",".134","136.4",2024
"736","Milwaukee Brewers","4.80","4301","768","4.8","97",".305",".248",".249",".326",".318",".403",".407",".729",".725","101",".526","11.1","1.0",".721",".296",".155","195.0",2024
"737","Minnesota Twins","4.58","4333","730","4.5","94",".289",".246",".244",".315",".314",".411",".402",".726",".715","103",".522","21.3","2.0",".677",".258",".165","95.9",2024
"738","New York Mets","4.74","4326","759","4.7","91",".291",".246",".241",".319",".309",".415",".395",".734",".704","108",".518","68.6","6.7",".701",".277",".169","140.2",2024
"739","New York Yankees","5.03","4333","829","5.1","92",".283",".248",".242",".333",".311",".429",".398",".761",".709","115",".58","114.2","11.1",".738",".315",".181","128.3",2024
"740","Oakland Athletics","3.97","4352","670","4.1","88",".284",".233",".235",".301",".304",".393",".387",".694",".691","101",".481","5.7","0.4",".646",".263",".159","130.7",2024
"741","Philadelphia Phillies","4.84","4301","793","4.9","94",".306",".257",".246",".325",".314",".425",".402",".750",".716","109",".541","69.6","6.8",".724",".282",".168","169.4",2024
"742","Pittsburgh Pirates","4.10","4376","643","3.9","96",".291",".234",".248",".301",".317",".371",".406",".672",".722","87",".438","-101.2","-10.2",".622",".241",".137","127.5",2024
"743","San Diego Padres","4.69","4290","760","4.7","95",".295",".263",".247",".324",".315",".420",".404",".745",".719","107",".523","47.4","4.6",".698",".256",".157","147.1",2024
"744","Seattle Mariners","4.17","4317","667","4.1","84",".284",".224",".231",".311",".298",".376",".380",".687",".678","103",".483","40.4","4.0",".663",".280",".152","159.4",2024
"745","San Francisco Giants","4.28","4351","677","4.1","89",".290",".239",".239",".305",".306",".396",".391",".701",".697","101",".463","12.5","1.1",".646",".255",".157","98.3",2024
"746","St. Louis Cardinals","4.15","4328","697","4.3","95",".294",".248",".247",".312",".315",".392",".404",".703",".719","96",".479","-31.9","-3.3",".652",".242",".144","117.3",2024
"747","Tampa Bay Rays","3.73","4330","626","3.8","90",".289",".230",".239",".302",".308",".366",".393",".669",".700","92",".452","-57.6","-6.0",".635",".251",".136","161.0",2024
"748","Texas Rangers","4.22","4327","663","4.1","90",".279",".238",".239",".305",".308",".380",".393",".686",".700","96",".479","-30.2","-3.2",".634",".245",".142","125.1",2024
"749","Toronto Blue Jays","4.14","4305","684","4.2","91",".283",".241",".240",".313",".309",".389",".394",".703",".703","100",".495","6.2","0.4",".651",".252",".148","98.5",2024
"750","Washington Nationals","4.07","4322","646","4.0","92",".288",".243",".242",".309",".310",".375",".397",".684",".707","94",".445","-36.7","-3.8",".650",".245",".132","168.2",2024
